14:EB:08,Huawei
14:EB:B6,TP-Link
14:FB:70,Huawei
18:02:2D,Huawei
18:0B:D0,Huawei
18:0F:76,D-Link
18:14:56,Nokia
18:14:AE,Nokia
18:2A:57,Huawei
18:2A:D3,Juniper
18:33:86,Huawei
18:33:9D,Cisco
18:3C:B7,Huawei
18:3D:5E,Huawei
18:49:F8,Extreme
18:4A:6F,Nokia
18:53:45,Nokia
18:56:44,Huawei
18:59:F5,Cisco
18:5B:00,Nokia
18:69:45,TP-Link
18:70:3B,Huawei
18:80:90,Cisco
18:80:F5,Nokia
18:86:AC,Nokia
18:86:C3,Nokia
18:8B:45,Cisco
18:8B:9D,Cisco
18:9C:5D,Cisco
18:9C:E1,Arista
18:9E:2C,Huawei
18:A6:F7,TP-Link
18:AA:0F,Huawei
18:B6:57,Huawei
18:BB:1C,Huawei
18:BB:41,Huawei
18:C0:07,Huawei
18:C3:00,Nokia
18:C5:8A,Huawei
18:CF:24,Huawei
18:D2:76,Huawei
18:D6:C7,TP-Link
18:D6:DD,Huawei
18:D9:8F,Huawei
18:DE:D7,Huawei
18:E2:15,Nokia
18:E7:28,Cisco
18:E9:1D,Huawei
18:EF:63,Cisco
18:F2:2C,TP-Link
18:F9:35,Cisco
18:FD:74,MikroTik
1C:0E:AF,Huawei
1C:13:86,Huawei
1C:13:FA,Huawei
1C:15:1F,Huawei
1C:17:D3,Cisco
1C:1D:67,Huawei
1C:1D:86,Cisco
1C:1F:F1,Huawei
1C:20:DB,Huawei
1C:22:26,Cisco
1C:2A:8B,Nokia
1C:2D:60,Extreme
1C:32:AC,Huawei
1C:3B:F3,TP-Link
1C:3C:D4,Huawei
1C:3D:2F,Huawei
1C:42:C2,Huawei
1C:43:63,Huawei
1C:44:19,TP-Link
1C:47:2F,Huawei
1C:59:9B,Huawei
1C:5F:2B,D-Link
1C:61:B4,TP-Link
1C:62:7E,Huawei
1C:67:58,Huawei
1C:6A:7A,Cisco
1C:70:55,Huawei
1C:73:E2,Huawei
1C:74:0D,Zyxel
1C:7E:E5,D-Link
1C:7F:2C,Huawei
1C:84:A6,Cisco
